EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
CC1D-5D73,Female,40,No Travel ,Sales,9,CA,White,Marketing,Manager,Single,254535,0,No,No,2,2,2,1,Bachelors ,Above_Avergae
AACC-8B93,Female,36,Frequent Traveller,Technology,2,CA,White,Information Systems,Analytics Manager,Divorced,462687,1,No,No,2,2,2,0,Bachelors ,Above_Avergae
D962-9E69,Male,23,Some Travel,Technology,33,CA,White,Computer Science,Data Scientist,Divorced,29490,1,No,No,2,0,1,2,No Formal Qualifications,Below_Average
0592-D909,Male,39,Frequent Traveller,Technology,42,NY,White,Information Systems,Analytics Manager,Married,495977,1,No,No,2,2,2,0,Bachelors ,Above_Avergae
3E42-57C8,Male,23,Some Travel,Sales,12,IL,White,Marketing,Sales Executive,Single,84985,0,No,Yes,1,0,0,0,Bachelors ,Below_Average
6313-8E62,Male,23,Frequent Traveller,Sales,41,NY,White,Marketing,Sales Representative,Single,26508,0,Yes,Yes,1,0,0,0,No Formal Qualifications,Below_Average
437C-4AD0,Male,40,Frequent Traveller,Technology,2,NY,White,Computer Science,Analytics Manager,Married,260835,2,No,No,2,1,2,0,Masters ,Above_Avergae
03D9-FF08,Non-Binary,22,Some Travel,Technology,30,CA,White,Other,Software Engineer,Single,44135,0,No,No,2,0,1,1,Masters ,Below_Average
86C5-8987,Female,22,Some Travel,Sales,5,NY,White,Economics,Sales Executive,Married,45220,0,No,No,2,0,0,0,High School ,Below_Average
A1AB-EE7C,Female,32,Some Travel,Sales,38,CA,White,Marketing,Sales Executive,Single,105091,0,No,No,2,0,0,1,Masters ,Above_Avergae
5EE9-CFCF,Female,48,Frequent Traveller,Technology,15,CA,White,Computer Science,Engineering Manager,Married,309371,0,Yes,No,2,1,1,1,Masters ,Above_Avergae
4846-2EC2,Female,26,Some Travel,Technology,31,CA,White,Information Systems,Software Engineer,Married,56187,1,No,No,2,2,2,2,High School ,Below_Average
9112-D01B,Female,50,Some Travel,Sales,23,CA,White,Marketing,Manager,Married,266449,1,Yes,No,2,1,2,2,Bachelors ,Above_Avergae
7696-E50D,Female,21,Some Travel,Technology,1,NY,White,Information Systems,Software Engineer,Married,34133,0,Yes,No,2,2,2,1,Masters ,Below_Average
130F-32AB,Female,20,Some Travel,Technology,6,CA,White,Computer Science,Software Engineer,Single,30714,0,Yes,Yes,2,0,1,1,No Formal Qualifications,Below_Average
1E20-2FFF,Male,28,Frequent Traveller,Sales,29,CA,White,Marketing,Sales Executive,Married,327674,3,No,No,2,2,2,1,Bachelors ,Below_Average
D676-2084,Male,21,Some Travel,Human Resources,41,NY,White,Economics,Recruiter,Single,20583,0,No,No,2,0,1,0,High School ,Below_Average
1BEA-3835,Male,21,Some Travel,Technology,4,CA,White,Computer Science,Software Engineer,Married,21158,0,Yes,No,2,1,1,0,High School ,Below_Average
576B-6628,Male,22,Some Travel,Sales,41,CA,White,Economics,Sales Representative,Married,22778,1,No,No,2,0,2,2,Masters ,Below_Average
3B2D-9E60,Female,37,Some Travel,Technology,33,CA,White,Information Systems,Senior Software Engineer,Married,236732,1,No,No,2,2,2,2,No Formal Qualifications,Above_Avergae
5B0B-B105,Male,35,Some Travel,Sales,30,CA,White,Marketing,Manager,Married,360384,1,No,No,2,2,2,2,High School ,Above_Avergae
BE07-BE80,Male,23,Some Travel,Technology,42,CA,White,Computer Science,Software Engineer,Single,28824,0,Yes,No,2,2,2,1,Masters ,Below_Average
5B38-57D2,Male,20,Frequent Traveller,Technology,28,CA,White,Information Systems,Software Engineer,Married,29835,3,Yes,No,2,0,0,0,Bachelors ,Below_Average
EC6E-7F42,Male,42,Frequent Traveller,Technology,28,NY,White,Computer Science,Senior Software Engineer,Married,264513,0,No,Yes,1,0,0,1,Bachelors ,Above_Avergae
AE9F-5268,Male,22,Some Travel,Technology,6,IL,White,Computer Science,Software Engineer,Divorced,43072,1,Yes,No,2,1,2,1,Bachelors ,Below_Average
3F25-EF5E,Male,23,Some Travel,Sales,9,NY,White,Marketing,Sales Representative,Married,33750,1,No,No,2,0,2,0,High School ,Below_Average
1E2C-A267,Male,23,Some Travel,Sales,1,CA,White,Other,Sales Executive,Married,65489,1,No,No,2,0,1,1,High School ,Below_Average
90C4-1053,Female,20,Some Travel,Technology,3,CA,White,Information Systems,Machine Learning Engineer,Married,41342,1,Yes,No,2,1,1,2,No Formal Qualifications,Below_Average
0210-E0D8,Male,36,Some Travel,Sales,7,NY,White,Technical Degree,Sales Executive,Single,243989,0,Yes,Yes,1,0,1,1,Bachelors ,Above_Avergae
45FF-ACE6,Female,28,Some Travel,Sales,13,CA,White,Marketing,Sales Executive,Married,207479,3,No,Yes,1,0,0,0,Bachelors ,Below_Average
FADE-8191,Non-Binary,28,Some Travel,Technology,42,NY,White,Computer Science,Data Scientist,Married,85987,1,No,No,2,0,1,0,Masters ,Below_Average
817D-28CE,Female,22,Frequent Traveller,Technology,30,NY,White,Computer Science,Data Scientist,Divorced,40614,1,Yes,Yes,0,0,0,0,Bachelors ,Below_Average
47C9-BD11,Prefer Not To Say,43,Frequent Traveller,Technology,37,CA,White,Information Systems,Senior Software Engineer,Married,199718,0,No,No,2,1,2,2,No Formal Qualifications,Above_Avergae
E267-D788,Male,22,Frequent Traveller,Technology,9,NY,White,Computer Science,Senior Software Engineer,Divorced,73389,3,No,No,2,0,2,2,High School ,Below_Average
B3A4-91F0,Male,23,Frequent Traveller,Technology,12,NY,White,Computer Science,Senior Software Engineer,Divorced,68820,1,No,No,2,2,2,1,Bachelors ,Below_Average
F877-3BF9,Non-Binary,21,Frequent Traveller,Technology,29,CA,White,Information Systems,Software Engineer,Single,61345,0,No,Yes,1,0,0,0,Masters ,Below_Average
55DC-C0F0,Female,23,Some Travel,Sales,26,NY,White,Economics,Sales Executive,Single,67718,0,No,No,2,1,2,1,Bachelors ,Below_Average
AAD7-8DDC,Male,50,No Travel ,Technology,11,NY,White,Computer Science,Engineering Manager,Divorced,337946,2,No,No,2,1,2,1,No Formal Qualifications,Above_Avergae
6B7D-82DB,Male,40,No Travel ,Technology,15,NY,White,Information Systems,Analytics Manager,Single,465219,0,No,No,2,2,2,0,No Formal Qualifications,Above_Avergae
D014-7DB2,Female,20,Some Travel,Sales,16,NY,White,Marketing,Sales Representative,Single,35754,0,No,Yes,0,0,0,0,Bachelors ,Below_Average
61F3-DE78,Female,23,Some Travel,Technology,40,CA,White,Computer Science,Data Scientist,Single,23632,0,No,No,2,2,2,0,Bachelors ,Below_Average
619D-D78F,Female,20,Some Travel,Technology,24,NY,White,Business Studies,Data Scientist,Single,38138,0,No,No,2,2,2,1,High School ,Below_Average
E6D9-ADEE,Female,20,No Travel ,Technology,45,CA,White,Computer Science,Software Engineer,Divorced,28262,1,No,Yes,1,0,0,0,High School ,Below_Average
06DE-E772,Male,34,Frequent Traveller,Sales,45,NY,White,Marketing,Sales Executive,Married,341971,0,No,Yes,1,0,0,0,Bachelors ,Above_Avergae
C579-11D1,Male,23,Some Travel,Technology,11,CA,White,Information Systems,Data Scientist,Married,22488,1,No,No,2,2,2,2,Masters ,Below_Average
0172-B5D2,Female,27,Some Travel,Technology,28,CA,White,Computer Science,Machine Learning Engineer,Married,93291,0,No,No,2,1,2,1,Masters ,Below_Average
63E0-439B,Female,22,Some Travel,Technology,36,CA,White,Computer Science,Software Engineer,Single,31072,0,No,No,2,2,2,1,Masters ,Below_Average
6957-5180,Female,28,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Married,113501,1,Yes,No,2,2,2,2,Bachelors ,Below_Average
36A3-F0A5,Male,23,Frequent Traveller,Technology,40,CA,White,Computer Science,Senior Software Engineer,Divorced,79724,1,No,No,2,0,2,0,Bachelors ,Below_Average
9671-222C,Male,20,Some Travel,Technology,38,CA,White,Business Studies,Software Engineer,Divorced,21344,1,No,No,2,1,2,2,Bachelors ,Below_Average
55A7-8D82,Non-Binary,23,Frequent Traveller,Human Resources,34,NY,White,Human Resources,HR Executive,Married,75948,0,No,No,2,0,0,2,Masters ,Below_Average
E6C8-D659,Male,31,Some Travel,Sales,11,CA,White,Marketing,Sales Executive,Divorced,155386,3,No,No,2,1,2,1,Bachelors ,Above_Avergae
46C8-1E24,Female,47,Some Travel,Technology,32,CA,White,Information Systems,Machine Learning Engineer,Single,243869,0,No,No,2,1,1,0,Bachelors ,Above_Avergae
F3A3-10CE,Male,40,Some Travel,Sales,37,CA,White,Marketing,Sales Executive,Single,226512,0,Yes,Yes,2,1,1,1,Masters ,Above_Avergae
72D8-2284,Female,20,Some Travel,Technology,41,IL,White,Computer Science,Data Scientist,Divorced,40701,1,No,No,2,1,1,1,Bachelors ,Below_Average
DE9A-5E67,Female,33,Some Travel,Technology,3,CA,White,Computer Science,Engineering Manager,Single,307688,0,No,No,2,2,2,0,Masters ,Above_Avergae
F126-8059,Male,23,Some Travel,Sales,23,NY,White,Marketing,Sales Executive,Divorced,53590,2,No,No,2,0,2,0,Masters ,Below_Average
BD70-7DAE,Male,22,Frequent Traveller,Technology,2,NY,White,Business Studies,Software Engineer,Single,37014,0,Yes,Yes,1,0,1,0,Bachelors ,Below_Average
8640-414A,Female,29,Some Travel,Technology,32,CA,White,Computer Science,Engineering Manager,Married,390142,0,No,No,2,1,2,2,Bachelors ,Above_Avergae
F578-F0C8,Female,21,Some Travel,Technology,6,CA,White,Business Studies,Software Engineer,Married,25149,0,No,Yes,1,1,1,1,Doctorate,Below_Average
7F24-55A3,Male,23,Some Travel,Technology,17,NY,White,Information Systems,Machine Learning Engineer,Married,80236,0,No,No,2,0,2,1,Bachelors ,Below_Average
0B49-32CD,Female,20,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Divorced,41179,1,No,No,2,0,0,0,High School ,Below_Average
991F-BAF4,Non-Binary,33,Some Travel,Technology,4,IL,White,Information Systems,Analytics Manager,Married,350024,1,No,No,2,1,2,0,High School ,Above_Avergae
BAE6-B5DE,Female,22,Some Travel,Technology,21,NY,White,Other,Data Scientist,Single,33354,0,No,No,2,1,2,2,Bachelors ,Below_Average
CFE3-312D,Male,21,Frequent Traveller,Sales,36,IL,White,Other,Sales Executive,Single,46452,0,Yes,Yes,1,1,1,0,Masters ,Below_Average
F532-0DAF,Male,22,Some Travel,Technology,24,CA,White,Information Systems,Software Engineer,Married,44076,1,No,No,2,1,1,1,Bachelors ,Below_Average
EC4D-D0F3,Female,28,Some Travel,Human Resources,31,NY,White,Human Resources,HR Executive,Married,96807,1,No,No,2,1,2,0,Bachelors ,Below_Average
9461-9439,Male,21,Some Travel,Technology,24,NY,White,Information Systems,Machine Learning Engineer,Divorced,75816,1,No,No,2,1,1,0,Bachelors ,Below_Average
7CDB-25C4,Male,22,Some Travel,Technology,40,NY,White,Information Systems,Senior Software Engineer,Married,54114,1,Yes,No,2,0,1,1,Bachelors ,Below_Average
E2A0-930A,Female,21,Some Travel,Sales,18,IL,White,Economics,Sales Executive,Single,49374,0,No,No,2,2,2,1,Masters ,Below_Average
FD95-9EEB,Male,30,Some Travel,Technology,19,IL,White,Business Studies,Data Scientist,Single,96187,0,Yes,Yes,0,0,0,0,Masters ,Above_Avergae
9536-9492,Male,23,Some Travel,Technology,4,NY,White,Computer Science,Software Engineer,Divorced,42687,3,Yes,No,2,2,2,2,Masters ,Below_Average
1A7C-19DB,Female,39,Some Travel,Technology,42,CA,White,Computer Science,Engineering Manager,Single,539998,0,Yes,Yes,1,0,0,0,Masters ,Above_Avergae
CA1B-0302,Female,22,Some Travel,Human Resources,11,NY,White,Marketing,Recruiter,Married,26880,0,No,No,2,2,2,1,Bachelors ,Below_Average
5795-08D3,Male,21,Some Travel,Technology,23,CA,White,Information Systems,Machine Learning Engineer,Divorced,56541,2,No,No,2,0,1,0,High School ,Below_Average
06B9-B79D,Female,21,Some Travel,Sales,36,CA,White,Marketing,Sales Executive,Married,76057,2,No,Yes,1,0,0,0,Bachelors ,Below_Average
A89C-9A1E,Female,21,Some Travel,Technology,30,CA,White,Business Studies,Data Scientist,Divorced,56422,1,No,No,2,2,2,1,Bachelors ,Below_Average
781E-4257,Female,21,Some Travel,Technology,39,NY,White,Information Systems,Machine Learning Engineer,Single,63201,0,No,No,2,2,2,2,High School ,Below_Average
2D04-D0A5,Female,29,Frequent Traveller,Sales,13,CA,White,Marketing,Sales Executive,Married,126008,1,No,No,2,2,2,1,Bachelors ,Above_Avergae
30CC-9AD8,Male,22,Some Travel,Technology,20,IL,White,Information Systems,Senior Software Engineer,Married,54899,1,Yes,No,2,0,1,0,High School ,Below_Average
C96B-43C7,Male,21,Some Travel,Technology,22,NY,White,Computer Science,Software Engineer,Divorced,73075,2,No,No,2,1,1,1,High School ,Below_Average
12E5-9BD1,Female,36,Some Travel,Technology,10,CA,White,Information Systems,Senior Software Engineer,Divorced,297181,1,No,No,2,2,2,2,Masters ,Above_Avergae
DF94-FD29,Male,22,Frequent Traveller,Sales,4,NY,White,Marketing,Sales Executive,Single,75816,0,No,Yes,1,0,0,0,Masters ,Below_Average
23E6-A67A,Non-Binary,19,Some Travel,Technology,25,CA,White,Other,Machine Learning Engineer,Single,50352,0,Yes,No,1,1,1,1,High School ,Below_Average
50FB-5702,Female,31,No Travel ,Sales,7,NY,White,Marketing,Sales Executive,Married,186215,1,No,No,1,0,1,1,High School ,Above_Avergae
04E6-6B61,Male,29,Some Travel,Sales,17,CA,White,Marketing,Sales Executive,Single,140158,0,No,No,1,0,1,1,Masters ,Above_Avergae
3F5B-6277,Female,19,Some Travel,Technology,36,CA,White,Information Systems,Software Engineer,Single,23385,2,No,No,1,0,1,1,High School ,Below_Average
489B-14EC,Female,21,Some Travel,Technology,15,IL,White,Computer Science,Machine Learning Engineer,Married,62882,0,Yes,Yes,0,0,0,0,High School ,Below_Average
0F2B-3457,Male,19,Frequent Traveller,Sales,14,NY,White,Marketing,Sales Executive,Single,74458,1,Yes,No,1,0,0,1,High School ,Below_Average
3182-7F44,Female,21,Some Travel,Technology,19,NY,White,Information Systems,Software Engineer,Single,25114,0,No,No,1,1,1,1,Masters ,Below_Average
08AC-30AB,Male,51,Some Travel,Technology,30,NY,White,Computer Science,Analytics Manager,Divorced,232658,1,No,No,1,1,1,1,Bachelors ,Above_Avergae
1368-8327,Non-Binary,22,Some Travel,Technology,16,NY,White,Computer Science,Data Scientist,Married,78467,2,Yes,No,1,0,1,0,No Formal Qualifications,Below_Average
9758-DE2F,Female,28,Some Travel,Technology,15,CA,White,Other,Sales Executive,Single,319619,0,Yes,No,1,1,1,0,Masters ,Below_Average
10C9-925C,Female,22,Some Travel,Technology,40,IL,White,Computer Science,Senior Software Engineer,Married,66266,1,No,No,1,0,1,1,Masters ,Below_Average
B76C-D9CE,Female,22,Some Travel,Human Resources,7,NY,White,Economics,Recruiter,Married,29322,0,Yes,Yes,1,0,0,0,High School ,Below_Average
56FC-5C6E,Male,28,Some Travel,Sales,42,CA,White,Marketing,Sales Executive,Married,128192,1,No,No,1,1,1,0,Bachelors ,Below_Average
218E-AB6F,Male,42,Some Travel,Technology,28,CA,White,Computer Science,Engineering Manager,Single,380905,0,No,No,1,0,1,1,Bachelors ,Above_Avergae
B0C2-0E3D,Female,22,Some Travel,Sales,22,CA,White,Other,Sales Executive,Married,48698,0,Yes,No,1,0,1,1,No Formal Qualifications,Below_Average
D1C6-25BE,Male,19,Some Travel,Technology,26,CA,White,Information Systems,Software Engineer,Single,43961,1,No,No,1,0,1,1,Bachelors ,Below_Average
801E-9D0E,Male,32,Some Travel,Technology,34,CA,White,Information Systems,Software Engineer,Single,439641,0,No,No,1,0,1,1,Masters ,Above_Avergae
48B9-8A61,Female,19,Some Travel,Technology,44,CA,White,Computer Science,Machine Learning Engineer,Single,42900,2,Yes,No,1,0,1,0,Masters ,Below_Average
4C88-27A1,Female,21,Some Travel,Technology,38,CA,White,Information Systems,Senior Software Engineer,Married,63049,0,Yes,Yes,0,0,0,0,No Formal Qualifications,Below_Average
C4F0-F933,Male,37,Some Travel,Technology,22,IL,White,Computer Science,Senior Software Engineer,Married,193287,1,Yes,No,1,0,1,0,Bachelors ,Above_Avergae
8A18-9075,Female,31,Frequent Traveller,Technology,25,NY,White,Information Systems,Analytics Manager,Single,362540,1,No,No,1,0,0,0,Doctorate,Above_Avergae
76FD-F574,Male,35,Some Travel,Technology,19,NY,White,Computer Science,Machine Learning Engineer,Married,286432,1,No,No,1,0,1,0,Masters ,Above_Avergae
81C2-E188,Female,19,Some Travel,Human Resources,1,CA,White,Human Resources,HR Executive,Single,41958,1,No,No,1,1,1,0,Bachelors ,Below_Average
C768-BBF8,Female,30,Some Travel,Technology,19,CA,White,Computer Science,Senior Software Engineer,Divorced,125751,1,No,No,1,0,1,1,Bachelors ,Above_Avergae
8B79-18F1,Female,20,Some Travel,Technology,39,CA,White,Information Systems,Software Engineer,Married,37436,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
7FA1-BC64,Male,19,Some Travel,Technology,7,CA,White,Information Systems,Software Engineer,Single,30896,0,Yes,Yes,1,0,0,0,Bachelors ,Below_Average
6FA6-DBB9,Female,42,Some Travel,Sales,2,NY,White,Economics,Sales Executive,Divorced,260021,1,No,No,1,1,1,0,Bachelors ,Above_Avergae
4B7E-9DE5,Male,21,Some Travel,Technology,5,NY,White,Computer Science,Software Engineer,Married,25060,1,No,No,1,1,1,1,Bachelors ,Below_Average
7B30-BAC8,Male,50,Frequent Traveller,Technology,38,NY,White,Information Systems,Machine Learning Engineer,Married,366078,0,No,No,1,0,0,1,Masters ,Above_Avergae
F220-AAA6,Male,22,Some Travel,Technology,42,CA,White,Business Studies,Software Engineer,Married,51272,1,Yes,No,1,0,0,1,Masters ,Below_Average
20BA-5868,Non-Binary,19,Some Travel,Sales,29,CA,White,Marketing,Sales Representative,Single,29673,1,No,Yes,0,0,0,0,No Formal Qualifications,Below_Average
E9AB-3F99,Prefer Not To Say,45,Some Travel,Technology,5,CA,White,Computer Science,Machine Learning Engineer,Single,241664,0,No,No,1,1,1,0,Masters ,Above_Avergae
40BE-EEAF,Male,24,Frequent Traveller,Technology,45,CA,White,Computer Science,Data Scientist,Single,85422,0,Yes,Yes,1,0,0,0,Bachelors ,Below_Average
1787-DF90,Male,26,Some Travel,Sales,36,IL,White,Marketing,Sales Representative,Married,70455,2,Yes,No,1,1,1,1,Masters ,Below_Average
3F3F-E438,Female,21,No Travel ,Technology,24,CA,White,Information Systems,Software Engineer,Married,53912,2,Yes,No,1,1,1,0,Doctorate,Below_Average
F573-D043,Female,22,Some Travel,Sales,16,CA,White,Marketing,Sales Executive,Single,70202,0,No,No,1,0,0,0,Bachelors ,Below_Average
8C57-8F84,Male,20,Frequent Traveller,Technology,45,CA,White,Information Systems,Software Engineer,Divorced,22773,3,Yes,Yes,1,0,0,0,High School ,Below_Average
974D-9F8F,Female,21,Frequent Traveller,Sales,40,CA,White,Marketing,Sales Executive,Single,59519,0,No,No,1,1,1,1,Bachelors ,Below_Average
D92F-63AD,Female,19,Frequent Traveller,Technology,45,CA,White,Computer Science,Data Scientist,Single,32322,0,No,No,1,1,1,1,Bachelors ,Below_Average
617A-5092,Male,39,No Travel ,Technology,30,CA,White,Computer Science,Senior Software Engineer,Single,152771,1,No,No,1,1,1,1,Masters ,Above_Avergae
55FD-42E9,Female,42,Some Travel,Technology,13,CA,White,Computer Science,Machine Learning Engineer,Single,293303,0,No,No,1,0,0,1,Bachelors ,Above_Avergae
9E87-533E,Female,27,Some Travel,Sales,16,CA,White,Marketing,Manager,Single,225831,1,No,No,1,1,1,0,Bachelors ,Below_Average
4C06-7031,Female,43,Some Travel,Technology,35,CA,White,Computer Science,Engineering Manager,Single,286660,0,No,No,1,0,0,1,Doctorate,Above_Avergae
3D47-6A75,Male,45,Some Travel,Sales,20,CA,White,Marketing,Manager,Married,374781,1,No,No,1,1,1,1,Bachelors ,Above_Avergae
AF5D-A8C8,Male,24,Some Travel,Sales,27,CA,White,Marketing,Sales Executive,Married,86102,0,Yes,Yes,0,0,0,0,Masters ,Below_Average
B0C8-E3DF,Female,19,Frequent Traveller,Human Resources,24,IL,White,Economics,Recruiter,Married,25838,1,No,No,1,0,0,0,Bachelors ,Below_Average
AA19-95BD,Male,33,Some Travel,Sales,43,NY,White,Marketing,Sales Executive,Single,165988,0,Yes,Yes,1,0,0,0,Masters ,Above_Avergae
B347-DA2D,Male,31,Some Travel,Technology,6,CA,White,Information Systems,Analytics Manager,Married,376853,1,No,No,1,1,1,0,No Formal Qualifications,Above_Avergae
AFC3-E23F,Female,35,Some Travel,Technology,4,CA,White,Computer Science,Data Scientist,Single,423941,0,No,No,1,1,1,1,High School ,Above_Avergae
217C-7180,Male,20,Some Travel,Technology,27,IL,White,Business Studies,Data Scientist,Single,27141,0,No,No,1,1,1,1,No Formal Qualifications,Below_Average
4FA9-D343,Female,21,Frequent Traveller,Sales,33,NY,White,Marketing,Sales Executive,Divorced,60810,1,No,No,1,0,1,1,Bachelors ,Below_Average
A2AE-FD61,Male,32,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Married,89960,3,No,No,1,0,1,1,No Formal Qualifications,Above_Avergae
B0B9-19C6,Female,22,Some Travel,Sales,25,CA,White,Other,Sales Executive,Married,48716,1,No,No,1,1,1,1,Bachelors ,Below_Average
AFDF-3DA8,Male,41,Some Travel,Sales,35,NY,White,Marketing,Manager,Married,314961,1,No,Yes,0,0,0,0,No Formal Qualifications,Above_Avergae
8533-B8FA,Female,20,Frequent Traveller,Technology,32,CA,White,Computer Science,Software Engineer,Divorced,33488,2,No,No,1,1,1,1,Bachelors ,Below_Average
ADB8-7B07,Female,47,Some Travel,Technology,23,NY,White,Computer Science,Senior Software Engineer,Married,221827,1,No,No,1,0,0,1,No Formal Qualifications,Above_Avergae
0D60-C312,Female,32,Some Travel,Technology,16,IL,White,Computer Science,Machine Learning Engineer,Married,228427,1,Yes,No,1,1,1,1,Bachelors ,Above_Avergae
A6AA-56AE,Female,19,Some Travel,Technology,18,IL,White,Computer Science,Software Engineer,Single,28346,0,No,No,1,1,1,1,Bachelors ,Below_Average
31E1-001F,Male,21,Frequent Traveller,Technology,33,CA,White,Information Systems,Software Engineer,Married,37954,1,Yes,No,1,0,0,1,High School ,Below_Average
6731-1425,Female,43,Frequent Traveller,Technology,4,CA,White,Information Systems,Machine Learning Engineer,Single,262392,0,Yes,No,1,1,1,1,Bachelors ,Above_Avergae
1A82-AF2C,Female,40,Some Travel,Technology,38,CA,White,Information Systems,Senior Software Engineer,Married,380248,0,Yes,No,1,0,1,1,High School ,Above_Avergae
D6BA-10A1,Non-Binary,21,Some Travel,Technology,37,CA,White,Information Systems,Data Scientist,Single,43030,0,No,No,1,0,1,1,Bachelors ,Below_Average
F3D0-41D1,Male,20,Some Travel,Technology,34,CA,White,Computer Science,Software Engineer,Single,22925,0,Yes,Yes,1,0,0,0,Masters ,Below_Average
1053-41B1,Female,19,Some Travel,Technology,24,CA,White,Computer Science,Data Scientist,Single,31014,1,No,No,1,1,1,0,High School ,Below_Average
BC21-2167,Non-Binary,28,Frequent Traveller,Technology,40,CA,White,Computer Science,Senior Software Engineer,Single,187698,0,No,No,1,0,1,1,No Formal Qualifications,Below_Average
DDAC-D5FD,Male,22,Frequent Traveller,Technology,4,CA,White,Information Systems,Data Scientist,Married,21854,1,No,Yes,0,0,0,0,Bachelors ,Below_Average
8941-0BAC,Female,30,Some Travel,Sales,12,CA,White,Marketing,Sales Executive,Divorced,145929,3,No,No,1,0,1,1,Bachelors ,Above_Avergae
AA3A-EC19,Male,38,Some Travel,Technology,45,CA,White,Information Systems,Engineering Manager,Divorced,439935,1,Yes,No,1,1,1,1,High School ,Above_Avergae
DDBF-9C79,Female,26,Some Travel,Sales,10,CA,White,Marketing,Sales Executive,Single,93246,0,Yes,Yes,1,0,0,0,Masters ,Below_Average
6819-65F3,Male,21,Some Travel,Technology,34,NY,White,Computer Science,Software Engineer,Married,26137,1,No,No,1,0,0,1,High School ,Below_Average
3BAB-C57E,Male,19,Some Travel,Technology,28,CA,White,Information Systems,Data Scientist,Single,26062,3,Yes,No,1,1,1,1,Bachelors ,Below_Average
BC20-368E,Male,39,Some Travel,Sales,37,NY,White,Marketing,Manager,Married,265712,1,Yes,No,1,0,0,1,Bachelors ,Above_Avergae
F3AE-DEF2,Male,20,Frequent Traveller,Technology,39,CA,White,Information Systems,Machine Learning Engineer,Single,42308,0,No,No,1,1,1,0,Bachelors ,Below_Average
F5B1-A266,Female,22,Some Travel,Technology,34,CA,White,Computer Science,Software Engineer,Married,36677,1,No,No,1,0,1,1,No Formal Qualifications,Below_Average
2EB9-9D31,Female,27,No Travel ,Human Resources,4,CA,White,Human Resources,HR Executive,Married,78265,1,No,No,1,1,1,1,Bachelors ,Below_Average
556B-374A,Male,30,Some Travel,Sales,43,NY,White,Technical Degree,Sales Executive,Married,135160,1,No,No,1,1,1,0,Bachelors ,Above_Avergae
0B9A-B6DE,Male,19,Some Travel,Technology,4,CA,White,Computer Science,Machine Learning Engineer,Single,60077,1,No,No,1,1,1,0,Bachelors ,Below_Average
D6F0-006B,Female,22,Some Travel,Technology,38,IL,White,Computer Science,Data Scientist,Married,31161,1,Yes,No,1,0,0,0,Masters ,Below_Average
51A4-EA6E,Non-Binary,46,Some Travel,Sales,17,CA,White,Marketing,Sales Executive,Married,223874,1,No,Yes,1,0,0,0,Bachelors ,Above_Avergae
3412-9077,Male,21,Some Travel,Technology,43,NY,White,Computer Science,Data Scientist,Married,38749,1,No,No,1,0,0,0,Masters ,Below_Average
6EB1-8442,Female,30,Frequent Traveller,Technology,32,CA,White,Other,Senior Software Engineer,Single,145589,1,Yes,No,1,1,1,1,Masters ,Above_Avergae
954A-3829,Female,20,Frequent Traveller,Technology,23,CA,White,Information Systems,Software Engineer,Divorced,31801,1,Yes,No,1,1,1,0,Bachelors ,Below_Average
4F1D-6F75,Female,19,Some Travel,Technology,33,NY,White,Other,Senior Software Engineer,Married,49005,0,No,No,1,0,1,0,Bachelors ,Below_Average
2BE9-93DB,Male,19,Some Travel,Sales,5,CA,White,Marketing,Sales Executive,Single,53387,0,No,No,1,0,1,1,No Formal Qualifications,Below_Average
ED6C-4287,Female,27,Some Travel,Technology,39,CA,White,Computer Science,Senior Software Engineer,Divorced,88122,1,No,No,1,0,1,1,Bachelors ,Below_Average
6A3B-A838,Non-Binary,19,Some Travel,Technology,16,CA,White,Information Systems,Data Scientist,Single,41092,1,No,No,1,1,1,0,Masters ,Below_Average
D4FD-785B,Female,19,Some Travel,Technology,7,IL,White,Computer Science,Machine Learning Engineer,Single,64882,0,Yes,No,1,0,0,0,Masters ,Below_Average
BAA6-30C4,Female,32,Some Travel,Sales,43,CA,White,Marketing,Manager,Single,202322,1,No,No,1,0,1,0,Bachelors ,Above_Avergae
A81C-AB62,Male,21,No Travel ,Technology,19,NY,White,Computer Science,Senior Software Engineer,Divorced,36012,0,Yes,No,1,1,1,1,High School ,Below_Average
001A-8F88,Male,22,Some Travel,Technology,40,CA,White,Information Systems,Software Engineer,Married,27763,0,No,No,1,0,1,0,Masters ,Below_Average
86F7-CA91,Female,21,Some Travel,Sales,36,CA,White,Marketing,Sales Executive,Divorced,37035,3,No,No,1,1,1,1,Masters ,Below_Average
EC6A-DD76,Female,20,Frequent Traveller,Technology,31,NY,White,Information Systems,Data Scientist,Single,37361,0,No,Yes,0,0,0,0,Bachelors ,Below_Average
F346-3882,Male,35,Some Travel,Sales,31,CA,White,Marketing,Sales Executive,Divorced,200802,3,No,No,1,0,1,0,High School ,Above_Avergae
